'Letter', 'Count', 'Percentage'
'a', 136, 5.373370209403397
'b', 12, 0.4741209008297116
'c', 441, 17.4239431054919
'd', 138, 5.452390359541683
'e', 189, 7.467404188067957
'f', 14, 0.5531410509679968
'g', 41, 1.6199130778348478
'h', 41, 1.6199130778348478
'i', 451, 17.819043856183328
'j', 3, 0.1185302252074279
'k', 4, 0.1580403002765705
'l', 3, 0.1185302252074279
'm', 156, 6.16357171078625
'n', 15, 0.5926511260371394
'o', 33, 1.3038324772817067
'p', 221, 8.731726590280521
'q', 14, 0.5531410509679968
'r', 114, 4.50414855788226
's', 143, 5.649940734887396
't', 51, 2.015013828526274
'u', 294, 11.615962070327935
'v', 10, 0.39510075069142636
'w', 6, 0.2370604504148558
'y', 1, 0.03951007506914263
'Letter', 'Count', 'Percentage'
'a', 105, 4.1485578822599765
'b', 1, 0.03951007506914263
'c', 40, 1.5804030027657054
'd', 15, 0.5926511260371394
'e', 209, 8.257605689450811
'f', 3, 0.1185302252074279
'h', 73, 2.8842354800474124
'i', 217, 8.573686290003952
'k', 1, 0.03951007506914263
'l', 11, 0.434610825760569
'm', 37, 1.4618727775582774
'n', 786, 31.05491900434611
'o', 495, 19.5574871592256
'p', 59, 2.3310944290794153
'q', 1, 0.03951007506914263
'r', 159, 6.282101935993678
's', 110, 4.34610825760569
't', 32, 1.264322402212564
'u', 83, 3.2793362307388385
'v', 7, 0.2765705254839984
'w', 1, 0.03951007506914263
'x', 73, 2.8842354800474124
'y', 13, 0.5136309758988542
'Letter', 'Count', 'Percentage'
'a', 121, 4.780719083366258
'b', 25, 0.9877518767285659
'c', 161, 6.361122086131964
'd', 142, 5.610430659818253
'e', 91, 3.5954168312919794
'f', 91, 3.5954168312919794
'g', 17, 0.6716712761754247
'h', 20, 0.7902015013828527
'i', 51, 2.015013828526274
'j', 1, 0.03951007506914263
'k', 4, 0.1580403002765705
'l', 81, 3.200316080600553
'm', 161, 6.361122086131964
'n', 251, 9.917028842354801
'o', 67, 2.6471750296325562
'p', 164, 6.479652311339391
'q', 3, 0.1185302252074279
'r', 198, 7.8229948636902416
's', 256, 10.114579217700513
't', 343, 13.55195574871592
'u', 13, 0.5136309758988542
'v', 199, 7.8625049387593835
'w', 3, 0.1185302252074279
'x', 2, 0.07902015013828526
'y', 66, 2.6076649545634134
'Letter', 'Count', 'Percentage'
'a', 175, 6.91426313709996
'b', 11, 0.434610825760569
'c', 237, 9.363887791386803
'd', 29, 1.1457921770051362
'e', 565, 22.323192414065588
'f', 40, 1.5804030027657054
'g', 28, 1.1062821019359936
'h', 96, 3.7929672066376927
'i', 123, 4.859739233504544
'j', 6, 0.2370604504148558
'k', 1, 0.03951007506914263
'l', 56, 2.2125642038719873
'm', 74, 2.9237455551165548
'n', 100, 3.9510075069142636
'o', 325, 12.840774397471355
'p', 91, 3.5954168312919794
'q', 2, 0.07902015013828526
'r', 181, 7.151323587514816
's', 153, 6.045041485578823
't', 107, 4.227578032398262
'u', 86, 3.397866455946266
'v', 31, 1.2248123271434215
'w', 2, 0.07902015013828526
'x', 9, 0.3555906756222837
'y', 3, 0.1185302252074279
'Letter', 'Count', 'Percentage'
'a', 125, 4.938759383642829
'b', 30, 1.1853022520742789
'c', 58, 2.2915843540102725
'd', 32, 1.264322402212564
'e', 267, 10.549190043461081
'f', 26, 1.0272619517977084
'g', 29, 1.1457921770051362
'h', 76, 3.00276570525484
'i', 207, 8.178585539312525
'k', 7, 0.2765705254839984
'l', 80, 3.160806005531411
'm', 101, 3.9905175819834056
'n', 158, 6.242591860924536
'o', 131, 5.175819834057685
'p', 92, 3.6349269063611223
'q', 1, 0.03951007506914263
'r', 534, 21.098380086922162
's', 272, 10.746740418806795
't', 112, 4.4251284077439745
'u', 173, 6.835242986961674
'v', 8, 0.316080600553141
'x', 1, 0.03951007506914263
'z', 11, 0.434610825760569
'Letter', 'Count', 'Percentage'
'a', 89, 3.5163966811536937
'b', 55, 2.173054128802845
'c', 112, 4.4251284077439745
'd', 104, 4.109047807190834
'e', 169, 6.677202686685105
