'Letter', 'Count', 'Percentage'
'a', 783, 7.201986754966887
'b', 315, 2.8973509933774833
'c', 1614, 14.845474613686536
'd', 716, 6.5857247976453275
'e', 903, 8.305739514348785
'f', 313, 2.8789551140544516
'g', 256, 2.35467255334805
'h', 207, 1.903973509933775
'i', 1583, 14.560338484179544
'j', 13, 0.11957321559970567
'k', 12, 0.11037527593818984
'l', 71, 0.6530537159676233
'm', 353, 3.246872700515085
'n', 150, 1.379690949227373
'o', 319, 2.9341427520235466
'p', 994, 9.142752023546725
'q', 55, 0.5058866813833701
'r', 665, 6.116629874908021
's', 567, 5.21523178807947
't', 470, 4.323031640912435
'u', 387, 3.5596026490066226
'v', 52, 0.4782928623988227
'w', 72, 0.6622516556291391
'x', 1, 0.00919793966151582
'y', 1, 0.00919793966151582
'Letter', 'Count', 'Percentage'
'a', 595, 5.4727740986019136
'b', 85, 0.7818248712288447
'c', 128, 1.177336276674025
'd', 52, 0.4782928623988227
'e', 1754, 16.13318616629875
'f', 51, 0.4690949227373068
'g', 23, 0.21155261221486388
'h', 325, 2.9893303899926416
'i', 777, 7.1467991169977925
'j', 2, 0.01839587932303164
'k', 4, 0.03679175864606328
'l', 259, 2.3822663723325976
'm', 399, 3.6699779249448126
'n', 1924, 17.69683590875644
'o', 1779, 16.363134657836646
'p', 440, 4.047093451066961
'q', 4, 0.03679175864606328
'r', 985, 9.059970566593083
's', 138, 1.2693156732891833
't', 61, 0.5610743193524651
'u', 474, 4.359823399558499
'v', 254, 2.3362766740250183
'w', 29, 0.2667402501839588
'x', 295, 2.713392200147167
'y', 35, 0.32192788815305373
'Letter', 'Count', 'Percentage'
'a', 824, 7.579102281089035
'b', 156, 1.434878587196468
'c', 560, 5.15084621044886
'd', 300, 2.759381898454746
'e', 739, 6.797277409860191
'f', 593, 5.4543782192788814
'g', 277, 2.547829286239882
'h', 56, 0.515084621044886
'i', 320, 2.9433406916850626
'j', 12, 0.11037527593818984
'k', 20, 0.18395879323031641
'l', 337, 3.0997056659308315
'm', 944, 8.682855040470933
'n', 932, 8.572479764532744
'o', 501, 4.608167770419426
'p', 767, 7.054819720382634
'q', 29, 0.2667402501839588
'r', 770, 7.082413539367181
's', 1389, 12.775938189845473
't', 939, 8.636865342163356
'u', 159, 1.4624724061810155
'v', 188, 1.7292126563649743
'w', 13, 0.11957321559970567
'x', 1, 0.00919793966151582
'y', 46, 0.42310522442972776
'Letter', 'Count', 'Percentage'
'a', 459, 4.2218543046357615
'b', 80, 0.7358351729212657
'c', 699, 6.429359823399558
'd', 230, 2.1155261221486388
'e', 1778, 16.35393671817513
'f', 379, 3.486019131714496
'g', 256, 2.35467255334805
'h', 220, 2.0235467255334805
'i', 664, 6.107431935246504
'j', 10, 0.09197939661515821
'k', 106, 0.974981604120677
'l', 387, 3.5596026490066226
'm', 207, 1.903973509933775
'n', 704, 6.475349521707138
'o', 1151, 10.586828550404709
'p', 837, 7.698675496688742
'q', 13, 0.11957321559970567
'r', 838, 7.7078734363502575
's', 631, 5.803899926416483
't', 827, 7.606696100073583
'u', 251, 2.308682855040471
'v', 97, 0.8922001471670346
'w', 14, 0.1287711552612215
'x', 10, 0.09197939661515821
'y', 22, 0.20235467255334808
'z', 2, 0.01839587932303164
'Letter', 'Count', 'Percentage'
'a', 564, 5.187637969094923
'b', 139, 1.278513612950699
'c', 257, 2.363870493009566
'd', 425, 3.9091243561442237
'e', 1075, 9.887785136129507
'f', 98, 0.9013980868285504
'g', 182, 1.6740250183958794
'h', 215, 1.9775570272259013
'i', 1296, 11.920529801324504
'k', 74, 0.6806475349521707
'l', 526, 4.838116261957322
'm', 200, 1.839587932303164
'n', 488, 4.488594554819721
'o', 1050, 9.657836644591612
'p', 279, 2.566225165562914
'q', 8, 0.07358351729212656
'r', 2140, 19.683590875643855
's', 455, 4.185062545989698
't', 733, 6.742089771891097
'u', 306, 2.814569536423841
'v', 64, 0.5886681383370125
'w', 54, 0.49668874172185434
'x', 5, 0.045989698307579104
'y', 213, 1.9591611479028697
'z', 26, 0.23914643119941134
'Letter', 'Count', 'Percentage'
'a', 616, 5.665930831493745
'b', 247, 2.2718910963944077
'c', 465, 4.277041942604857
'd', 168, 1.545253863134658
'e', 1040, 9.565857247976453
'f', 281, 2.5846210448859455
'g', 240, 2.207505518763797
'h', 166, 1.526857983811626
'i', 1230, 11.313465783664459
'j', 1, 0.00919793966151582
'k', 15, 0.13796909492273732
'l', 315, 2.8973509933774833
'm', 680, 6.254598969830758
'n', 1130, 10.393671817512876
'o', 306, 2.814569536423841
'p', 341, 3.136497424576895
'q', 26, 0.23914643119941134
'r', 1322, 12.159676232523916
's', 591, 5.43598233995585
't', 1121, 10.310890360559235
'u', 295, 2.713392200147167
'v', 211, 1.940765268579838
'w', 51, 0.4690949227373068
'x', 7, 0.06438557763061074
'y', 7, 0.06438557763061074
'Letter', 'Count', 'Percentage'
'a', 2403, 22.102649006622517
'b', 119, 1.0945548197203825
'c', 759, 6.981236203090507
'd', 126, 1.1589403973509933
'e', 1144, 10.5224429727741
'f', 77, 0.7082413539367182
'g', 80, 0.7358351729212657
'h', 277, 2.547829286239882
'i', 1303, 11.984915378955115
'k', 12, 0.11037527593818984
'l', 198, 1.8211920529801324
'm', 303, 2.7869757174392937
'n', 473, 4.350625459896984
'o', 529, 4.865710080941869
'p', 218, 2.005150846210449
'r', 606, 5.5739514348785875
's', 808, 7.431935246504782
't', 995, 9.151949963208242
'u', 388, 3.568800588668138
'v', 18, 0.16556291390728478
'w', 12, 0.11037527593818984
'x', 7, 0.06438557763061074
'y', 17, 0.15636497424576895
'Letter', 'Count', 'Percentage'
'a', 1464, 13.46578366445916
'b', 38, 0.3495217071376012
'c', 315, 2.8973509933774833
'd', 121, 1.1129506990434144
'e', 637, 5.859087564385577
'f', 31, 0.28513612950699047
'g', 175, 1.6096394407652685
'h', 95, 0.873804267844003
'i', 1271, 11.690581309786607
'j', 2, 0.01839587932303164
'k', 64, 0.5886681383370125
'l', 454, 4.175864606328183
'm', 418, 3.844738778513613
'n', 893, 8.213760117733628
