'Letter', 'Count', 'Percentage'
'a', 1029, 8.972793861178932
'b', 53, 0.4621555633065923
'c', 284, 2.4764562260202303
'd', 697, 6.077781653296128
'e', 630, 5.4935472619462855
'f', 377, 3.287408440878967
'g', 357, 3.113010115102895
'h', 675, 5.885943494942449
'i', 791, 6.897453784443669
'j', 43, 0.374956400418556
'k', 70, 0.6103941402162539
'l', 338, 2.947331705615626
'm', 817, 7.124171607952563
'n', 378, 3.2961283571677713
'o', 392, 3.418207185211022
'p', 1422, 12.399720962678758
'q', 56, 0.48831531217300317
'r', 548, 4.778514126264389
's', 1337, 11.65852807813045
't', 402, 3.5054063480990583
'u', 322, 2.807813044994768
'v', 200, 1.7439832577607257
'w', 163, 1.4213463550749914
'x', 35, 0.30519707010812697
'y', 10, 0.08719916288803628
'z', 42, 0.36623648412975235
'Letter', 'Count', 'Percentage'
'a', 1199, 10.455179630275548
'b', 105, 0.9155912103243808
'c', 335, 2.921171956749215
'd', 80, 0.6975933031042902
'e', 2136, 18.625741192884547
'f', 51, 0.444715730728985
'g', 49, 0.42727589815137773
'h', 450, 3.9239623299616326
'i', 925, 8.065922567143355
'j', 4, 0.03487966515521451
'k', 11, 0.09591907917683991
'l', 434, 3.7844436693407744
'm', 281, 2.4502964771538194
'n', 1185, 10.333100802232298
'o', 1133, 9.879665155214509
'p', 331, 2.8862922915940006
'q', 37, 0.3226369026857342
'r', 647, 5.641785838855947
's', 195, 1.7003836763167073
't', 278, 2.4241367282874084
'u', 769, 6.705615626089989
'v', 108, 0.9417509591907918
'w', 21, 0.18311824206487617
'x', 180, 1.5695849319846529
'y', 513, 4.473317056156261
'z', 11, 0.09591907917683991
'Letter', 'Count', 'Percentage'
'a', 758, 6.609696546913149
'b', 308, 2.6857342169515173
'c', 705, 6.147540983606557
'd', 339, 2.9560516219044297
'e', 826, 7.202650854551797
'f', 169, 1.473665852807813
'g', 252, 2.197418904778514
'h', 162, 1.4126264387861875
'i', 519, 4.525636553889083
'j', 22, 0.19183815835367982
'k', 22, 0.19183815835367982
'l', 733, 6.391698639693059
'm', 484, 4.220439483780956
'n', 865, 7.542727589815137
'o', 535, 4.66515521450994
'p', 758, 6.609696546913149
'q', 31, 0.27031740495291245
'r', 1225, 10.681897453784444
's', 882, 7.6909661667248
't', 1071, 9.339030345308686
'u', 370, 3.2263690268573426
'v', 134, 1.168468782699686
'w', 43, 0.374956400418556
'x', 63, 0.5493547261946286
'y', 181, 1.5783048482734565
'z', 11, 0.09591907917683991
'Letter', 'Count', 'Percentage'
'a', 867, 7.5601674223927455
'b', 119, 1.0376700383676318
'c', 589, 5.136030694105337
'd', 286, 2.493896058597837
'e', 1409, 12.28636205092431
'f', 101, 0.8807115451691664
'g', 217, 1.8922218346703872
'h', 375, 3.26996860830136
'i', 1020, 8.8943146145797
'j', 18, 0.1569584931984653
'k', 65, 0.5667945587722357
'l', 549, 4.787234042553192
'm', 348, 3.034530868503662
'n', 578, 5.040111614928497
'o', 1135, 9.897104987792117
'p', 409, 3.5664457621206838
'q', 17, 0.14823857690966166
'r', 1097, 9.56574816881758
's', 542, 4.726194628531566
't', 1003, 8.746076037670038
'u', 387, 3.374607603767004
'v', 111, 0.9679107080572026
'w', 33, 0.28775723753051974
'x', 33, 0.28775723753051974
'y', 142, 1.2382281130101152
'z', 18, 0.1569584931984653
'Letter', 'Count', 'Percentage'
'a', 827, 7.2113707708406
'b', 192, 1.6742239274502964
'c', 562, 4.900592954307639
'd', 268, 2.336937565399372
'e', 1020, 8.8943146145797
'f', 143, 1.2469480292989186
'g', 324, 2.825252877572375
'h', 427, 3.723404255319149
'i', 1208, 10.533658876874782
'j', 6, 0.05231949773282176
'k', 71, 0.6191140565050576
'l', 486, 4.237879316358563
'm', 367, 3.2002092779909312
'n', 582, 5.074991280083712
'o', 1404, 12.242762469480294
'p', 408, 3.55772584583188
'q', 22, 0.19183815835367982
'r', 1123, 9.792465992326473
's', 506, 4.412277642134636
't', 862, 7.516567840948726
'u', 378, 3.2961283571677713
'v', 71, 0.6191140565050576
'w', 35, 0.30519707010812697
'x', 16, 0.13951866062085805
'y', 134, 1.168468782699686
'z', 26, 0.2267178235088943
'Letter', 'Count', 'Percentage'
'a', 709, 6.182420648761772
'b', 248, 2.1625392396232996
'c', 614, 5.354028601325427
'd', 246, 2.1450994070456924
'e', 959, 8.36239972096268
'f', 191, 1.665504011161493
'g', 323, 2.8165329612835714
'h', 446, 3.889082664806418
'i', 924, 8.057202650854551
'j', 10, 0.08719916288803628
'k', 42, 0.36623648412975235
'l', 792, 6.906173700732474
'm', 426, 3.7146843390303457
'n', 719, 6.269619811649808
'o', 1103, 9.6180676665504
'p', 406, 3.540286013254273
'q', 8, 0.06975933031042902
'r', 970, 8.45831880013952
's', 625, 5.449947680502267
't', 934, 8.144401813742588
'u', 360, 3.1391698639693058
'v', 142, 1.2382281130101152
'w', 67, 0.584234391349843
'x', 23, 0.2005580746424834
'y', 153, 1.334147192186955
'z', 28, 0.24415765608650158
'Letter', 'Count', 'Percentage'
'a', 1778, 15.504011161492851
'b', 127, 1.1074293686780607
'c', 593, 5.170910359260551
'd', 275, 2.3979769794209975
'e', 1105, 9.635507499128009
'f', 50, 0.43599581444018143
'g', 292, 2.5462155563306594
'h', 375, 3.26996860830136
'i', 1487, 12.966515521450994
'j', 1, 0.008719916288803628
'k', 24, 0.20927799093128704
'l', 585, 5.101151028950122
'm', 246, 2.1450994070456924
'n', 573, 4.996512033484478
'o', 1179, 10.280781304499477
'p', 321, 2.799093128705964
'q', 6, 0.05231949773282176
'r', 779, 6.792814788978026
's', 434, 3.7844436693407744
't', 671, 5.851063829787234
'u', 304, 2.6508545517963027
'v', 29, 0.25287757237530517
'w', 40, 0.3487966515521451
'x', 21, 0.18311824206487617
'y', 155, 1.3515870247645623
'z', 18, 0.1569584931984653
'Letter', 'Count', 'Percentage'
'a', 1138, 9.923264736658528
'b', 69, 0.6016742239274503
'c', 522, 4.551796302755493
'd', 261, 2.2758981513777465
'e', 832, 7.254970352284618
'f', 123, 1.0725497035228462
'g', 174, 1.517265434251831
'h', 333, 2.903732124171608
'i', 812, 7.080572026508546
'j', 2, 0.017439832577607256
'k', 53, 0.4621555633065923
'l', 857, 7.472968259504709
'm', 330, 2.877572375305197
'n', 1316, 11.475409836065573
'o', 586, 5.109870945238926
'p', 279, 2.432856644576212
'q', 1, 0.008719916288803628
'r', 963, 8.397279386117894
's', 558, 4.865713289152424
't', 1542, 13.446110917335194
'u', 325, 2.833972793861179
'v', 139, 1.2120683641437042
'w', 78, 0.680153470526683
'x', 16, 0.13951866062085805
'y', 132, 1.151028950122079
'z', 27, 0.23543773979769794
'Letter', 'Count', 'Percentage'
'a', 714, 6.22602023020579
'b', 415, 3.6187652598535056
'c', 238, 2.0753400767352637
'd', 302, 2.6334147192186954
'e', 1242, 10.830136030694106
'f', 31, 0.27031740495291245
'g', 283, 2.4677363097314267
'h', 321, 2.799093128705964
'i', 2937, 25.610394140216254
'j', 1, 0.008719916288803628
'k', 58, 0.5057551447506103
'l', 459, 4.002441576560865
'm', 196, 1.709103592605511
'n', 555, 4.839553540286013
'o', 1210, 10.55109870945239
'p', 174, 1.517265434251831
'q', 13, 0.11335891175444715
'r', 515, 4.490756888733868
's', 400, 3.4879665155214514
't', 1047, 9.129752354377398
'u', 134, 1.168468782699686
'v', 33, 0.28775723753051974
'w', 34, 0.2964771538193233
'x', 23, 0.2005580746424834
'y', 71, 0.6191140565050576
'z', 62, 0.5406348099058249
'Letter', 'Count', 'Percentage'
'a', 1260, 10.987094523892571
'b', 9, 0.07847924659923265
'c', 281, 2.4502964771538194
'd', 104, 0.9068712940355772
'e', 973, 8.48447854900593
'f', 22, 0.19183815835367982
'g', 108, 0.9417509591907918
'h', 105, 0.9155912103243808
'i', 1603, 13.978025810952216
'k', 44, 0.38367631670735963
'l', 1262, 11.004534356470177
'm', 153, 1.334147192186955
'n', 807, 7.036972445064528
'o', 832, 7.254970352284618
'p', 102, 0.88943146145797
'r', 541, 4.717474712242763
's', 1133, 9.879665155214509
't', 823, 7.176491105685385
