'Letter', 'Count', 'Percentage'
'a', 721, 8.413068844807468
'b', 40, 0.4667444574095682
'c', 182, 2.1236872812135354
'd', 552, 6.441073512252042
'e', 475, 5.542590431738623
'f', 230, 2.6837806301050176
'g', 228, 2.660443407234539
'h', 525, 6.1260210035005835
'i', 707, 8.249708284714119
'j', 23, 0.26837806301050177
'k', 37, 0.43173862310385064
'l', 201, 2.3453908984830805
'm', 607, 7.082847141190199
'n', 320, 3.7339556592765457
'o', 274, 3.1971995332555423
'p', 1096, 12.78879813302217
'q', 40, 0.4667444574095682
'r', 410, 4.784130688448075
's', 1068, 12.462077012835472
't', 284, 3.3138856476079344
'u', 283, 3.3022170361726957
'v', 132, 1.5402567094515751
'w', 70, 0.8168028004667445
'x', 28, 0.3267211201866978
'y', 7, 0.08168028004667445
'z', 30, 0.3500583430571762
'Letter', 'Count', 'Percentage'
'a', 816, 9.521586931155193
'b', 49, 0.5717619603267211
'c', 230, 2.6837806301050176
'd', 67, 0.7817969661610268
'e', 1573, 18.35472578763127
'f', 20, 0.2333722287047841
'g', 27, 0.31505250875145857
'h', 369, 4.305717619603267
'i', 670, 7.8179696616102685
'k', 10, 0.11668611435239205
'l', 283, 3.3022170361726957
'm', 177, 2.0653442240373394
'n', 1073, 12.520420070011667
'o', 843, 9.836639439906651
'p', 250, 2.9171528588098017
'q', 25, 0.29171528588098017
'r', 543, 6.336056009334889
's', 166, 1.9369894982497082
't', 229, 2.6721120186697784
'u', 524, 6.114352392065344
'v', 71, 0.8284714119019836
'w', 13, 0.1516919486581097
'x', 128, 1.4935822637106184
'y', 412, 4.807467911318553
'z', 2, 0.023337222870478413
'Letter', 'Count', 'Percentage'
'a', 505, 5.892648774795799
'b', 208, 2.427071178529755
'c', 602, 7.024504084014002
'd', 257, 2.998833138856476
'e', 689, 8.039673278879814
'f', 96, 1.1201866977829638
'g', 172, 2.0070011668611434
'h', 138, 1.6102683780630105
'i', 337, 3.9323220536756125
'j', 12, 0.14002333722287047
'k', 11, 0.12835472578763127
'l', 576, 6.721120186697783
'm', 350, 4.084014002333722
'n', 604, 7.0478413068844805
'o', 373, 4.352392065344224
'p', 561, 6.5460910151691944
'q', 20, 0.2333722287047841
'r', 853, 9.953325554259044
's', 679, 7.922987164527422
't', 945, 11.02683780630105
'u', 259, 3.022170361726954
'v', 107, 1.2485414235705952
'w', 17, 0.19836639439906653
'x', 29, 0.338389731621937
'y', 167, 1.9486581096849476
'z', 3, 0.03500583430571762
'Letter', 'Count', 'Percentage'
'a', 672, 7.841306884480746
'b', 81, 0.9451575262543758
'c', 424, 4.947491248541423
'd', 172, 2.0070011668611434
'e', 1109, 12.94049008168028
'f', 65, 0.7584597432905484
'g', 162, 1.8903150525087515
'h', 325, 3.7922987164527426
'i', 869, 10.14002333722287
'j', 10, 0.11668611435239205
'k', 41, 0.4784130688448075
'l', 338, 3.9439906651108516
'm', 215, 2.5087514585764294
'n', 402, 4.690781796966161
'o', 844, 9.84830805134189
'p', 289, 3.3722287047841304
'q', 30, 0.3500583430571762
'r', 947, 11.050175029171529
's', 338, 3.9439906651108516
't', 683, 7.9696616102683775
'u', 323, 3.768961493582264
'v', 59, 0.6884480746791132
'w', 8, 0.09334889148191365
'x', 29, 0.338389731621937
'y', 126, 1.47024504084014
'z', 9, 0.10501750291715287
'Letter', 'Count', 'Percentage'
'a', 599, 6.9894982497082845
'b', 126, 1.47024504084014
'c', 375, 4.3757292882147025
'd', 251, 2.928821470245041
'e', 738, 8.611435239206534
'f', 120, 1.4002333722287048
'g', 198, 2.310385064177363
'h', 286, 3.337222870478413
'i', 623, 7.269544924154026
'j', 3, 0.03500583430571762
'k', 37, 0.43173862310385064
'l', 411, 4.795799299883314
'm', 369, 4.305717619603267
'n', 532, 6.207701283547258
'o', 1217, 14.200700116686113
'p', 364, 4.247374562427071
'q', 12, 0.14002333722287047
'r', 878, 10.245040840140025
's', 401, 4.679113185530922
't', 631, 7.362893815635939
'u', 202, 2.3570595099183196
'v', 51, 0.5950991831971996
'w', 16, 0.1866977829638273
'x', 16, 0.1866977829638273
'y', 95, 1.1085180863477246
'z', 19, 0.22170361726954493
'Letter', 'Count', 'Percentage'
'a', 643, 7.502917152858809
'b', 186, 2.1703617269544924
'c', 511, 5.962660443407235
'd', 202, 2.3570595099183196
'e', 698, 8.144690781796966
'f', 172, 2.0070011668611434
'g', 282, 3.2905484247374566
'h', 295, 3.4422403733955655
'i', 934, 10.898483080513419
'j', 18, 0.21003500583430573
'k', 20, 0.2333722287047841
'l', 402, 4.690781796966161
'm', 275, 3.208868144690782
'n', 444, 5.180863477246208
'o', 1007, 11.750291715285881
'p', 364, 4.247374562427071
'q', 14, 0.1633605600933489
'r', 545, 6.359393232205369
's', 417, 4.865810968494749
't', 658, 7.677946324387398
'u', 223, 2.602100350058343
'v', 92, 1.073512252042007
'w', 25, 0.29171528588098017
'x', 17, 0.19836639439906653
'y', 117, 1.3652275379229872
'z', 9, 0.10501750291715287
'Letter', 'Count', 'Percentage'
'a', 592, 6.90781796966161
'b', 159, 1.855309218203034
'c', 393, 4.5857642940490075
'd', 138, 1.6102683780630105
'e', 773, 9.019836639439907
'f', 79, 0.9218203033838973
'g', 213, 2.4854142357059508
'h', 302, 3.5239206534422403
'i', 865, 10.093348891481915
'j', 2, 0.023337222870478413
'k', 17, 0.19836639439906653
'l', 606, 7.07117852975496
'm', 241, 2.8121353558926487
'n', 440, 5.134189031505251
'o', 853, 9.953325554259044
'p', 292, 3.407234539089848
'q', 2, 0.023337222870478413
'r', 756, 8.821470245040839
's', 468, 5.460910151691949
't', 739, 8.623103850641774
'u', 340, 3.9673278879813303
'v', 63, 0.73512252042007
'w', 17, 0.19836639439906653
'x', 16, 0.1866977829638273
'y', 121, 1.411901983663944
'z', 83, 0.9684947491248541
'Letter', 'Count', 'Percentage'
'a', 1281, 14.947491248541422
'b', 82, 0.956826137689615
'c', 631, 7.362893815635939
'd', 193, 2.252042007001167
