'Letter', 'Count', 'Percentage'
'a', 1133, 8.30462508245987
'b', 159, 1.165432822692956
'c', 391, 2.8659385765594076
'd', 793, 5.8125045811038625
'e', 597, 4.375870409733929
'f', 676, 4.9549219379901785
'g', 646, 4.735028952576413
'h', 526, 3.8554570109213517
'i', 366, 2.6826944220479367
'j', 173, 1.26804954921938
'k', 208, 1.5245913655354393
'l', 565, 4.141317891959247
'm', 863, 6.325588213735982
'n', 330, 2.418822839551418
'o', 523, 3.833467712379975
'p', 1228, 9.00095286960346
'q', 80, 0.5863812944367075
'r', 779, 5.709887854577439
's', 1940, 14.219746390090156
't', 600, 4.397859708275306
'u', 275, 2.015685699626182
'v', 256, 1.876420142197464
'w', 394, 2.887927875100784
'x', 19, 0.13926555742871805
'y', 48, 0.3518287766620245
'z', 75, 0.5497324635344133
'Letter', 'Count', 'Percentage'
'a', 2294, 16.814483617972588
'b', 91, 0.6670087224217547
'c', 344, 2.5214395660778424
'd', 103, 0.7549659165872609
'e', 1905, 13.963204573774096
'f', 34, 0.24921205013560066
'g', 67, 0.4910943340907425
'h', 459, 3.3643626768306087
'i', 1466, 10.745437220552665
'j', 6, 0.04397859708275306
'k', 59, 0.43245620464707174
'l', 652, 4.779007549659166
'm', 242, 1.77380341567104
'n', 691, 5.064868430697061
'o', 1506, 11.038627867771018
'p', 409, 2.997874367807667
'q', 49, 0.35915854284248333
'r', 870, 6.3768965769991945
's', 199, 1.4586234699113099
't', 378, 2.770651616213443
'u', 1234, 9.044931466686212
'v', 101, 0.7403063842263431
'w', 69, 0.5057538664516602
'x', 101, 0.7403063842263431
'y', 287, 2.103642893791688
'z', 27, 0.19790368687238874
'Letter', 'Count', 'Percentage'
'a', 1250, 9.162207725573554
'b', 379, 2.7779813823939015
'c', 634, 4.647071758410907
'd', 411, 3.0125339001685845
'e', 892, 6.538151432969289
'f', 171, 1.2533900168584622
'g', 462, 3.3863519753719857
'h', 173, 1.26804954921938
'i', 876, 6.420875174081947
'j', 27, 0.19790368687238874
'k', 79, 0.5790515282562486
'l', 872, 6.391556109360111
'm', 559, 4.097339294876493
'n', 1078, 7.901487942534634
'o', 846, 6.200982188668182
'p', 507, 3.7161914534926335
'q', 36, 0.2638715824965184
'r', 1338, 9.807227149453933
's', 841, 6.164333357765887
't', 885, 6.486843069706076
'u', 581, 4.258594150846588
'v', 199, 1.4586234699113099
'w', 161, 1.1800923550538738
'x', 92, 0.6743384886022136
'y', 242, 1.77380341567104
'z', 52, 0.3811478413838598
'Letter', 'Count', 'Percentage'
'a', 1134, 8.311954848640328
'b', 400, 2.9319064721835373
'c', 583, 4.273253683207505
'd', 566, 4.148647658139706
'e', 1045, 7.6596056585794905
'f', 262, 1.9203987392802169
'g', 446, 3.2690757164846445
