'Letter', 'Count', 'Percentage'
'a', 97, 8.652988403211419
'b', 13, 1.159678858162355
'c', 16, 1.4272970561998217
'd', 64, 5.709188224799287
'e', 37, 3.300624442462088
'f', 51, 4.549509366636931
'g', 62, 5.530776092774309
'h', 43, 3.8358608385370205
'i', 39, 3.479036574487065
'j', 32, 2.8545941123996434
'k', 36, 3.2114183764495987
'l', 71, 6.333630686886709
'm', 62, 5.530776092774309
'n', 45, 4.014272970561998
'o', 47, 4.192685102586976
'p', 70, 6.244424620874219
'q', 2, 0.17841213202497772
'r', 65, 5.798394290811775
's', 91, 8.117752007136485
't', 57, 5.084745762711865
'u', 14, 1.2488849241748439
'v', 23, 2.0517395182872438
'w', 46, 4.1034790365744875
'y', 26, 2.31935771632471
'z', 12, 1.070472792149866
'Letter', 'Count', 'Percentage'
'a', 251, 22.390722569134702
'b', 12, 1.070472792149866
'c', 7, 0.6244424620874219
'd', 15, 1.3380909901873328
'e', 163, 14.540588760035684
'f', 6, 0.535236396074933
'g', 5, 0.44603033006244425
'h', 26, 2.31935771632471
'i', 140, 12.488849241748438
'j', 1, 0.08920606601248886
'k', 10, 0.8920606601248885
'l', 27, 2.408563782337199
'm', 10, 0.8920606601248885
'n', 22, 1.9625334522747548
'o', 182, 16.23550401427297
'p', 9, 0.8028545941123997
'r', 43, 3.8358608385370205
's', 20, 1.784121320249777
't', 14, 1.2488849241748439
'u', 109, 9.723461195361285
'v', 12, 1.070472792149866
'w', 13, 1.159678858162355
'x', 2, 0.17841213202497772
'y', 21, 1.873327386262266
'z', 1, 0.08920606601248886
'Letter', 'Count', 'Percentage'
'a', 79, 7.047279214986619
'b', 55, 4.906333630686887
'c', 21, 1.873327386262266
'd', 70, 6.244424620874219
'e', 98, 8.742194469223907
'f', 10, 0.8920606601248885
'g', 61, 5.44157002676182
'h', 14, 1.2488849241748439
'i', 34, 3.033006244424621
'j', 3, 0.2676181980374665
'k', 20, 1.784121320249777
'l', 41, 3.6574487065120427
'm', 60, 5.352363960749331
'n', 90, 8.028545941123996
'o', 53, 4.727921498661909
'p', 59, 5.263157894736842
'r', 57, 5.084745762711865
's', 36, 3.2114183764495987
't', 89, 7.939339875111508
'u', 32, 2.8545941123996434
'v', 6, 0.535236396074933
'w', 38, 3.389830508474576
'x', 29, 2.5869759143621764
'y', 59, 5.263157894736842
'z', 7, 0.6244424620874219
