'Letter', 'Count', 'Percentage'
'a', 868, 8.243897806059456
'b', 158, 1.5006173425776428
'c', 275, 2.6118339823345047
'd', 597, 5.6700541361952705
'e', 389, 3.6945578877386267
'f', 483, 4.5873302307911485
'g', 502, 4.767784215025168
'h', 417, 3.9604900750308674
'i', 260, 2.4693703105708043
'j', 164, 1.5576028112831228
'k', 231, 2.193940545160984
'l', 497, 4.720296324437268
'm', 698, 6.629309526070852
'n', 283, 2.6878146072751448
'o', 286, 2.7163073416278847
'p', 856, 8.129926868648495
'q', 48, 0.4558837496438408
'r', 720, 6.838256244657612
's', 1373, 13.040174755437365
't', 539, 5.119194605375629
'u', 233, 2.2129357013961437
'v', 212, 2.013486560926964
'w', 312, 2.9632443726849655
'x', 10, 0.09497578117580018
'y', 57, 0.541361952702061
'z', 61, 0.579352265172381
'Letter', 'Count', 'Percentage'
'a', 2066, 19.621996390920316
'b', 78, 0.7408110931712414
'c', 208, 1.9754962484566436
'd', 68, 0.6458353119954412
'e', 1546, 14.683255769778706
'f', 43, 0.4083958590559407
'g', 51, 0.4843764839965809
'h', 334, 3.1721910912717255
'i', 1168, 11.09317124133346
'j', 4, 0.037990312470320066
'k', 34, 0.3229176559977206
'l', 384, 3.6470699971507266
'm', 152, 1.4436318738721625
'n', 526, 4.995726089847089
'o', 1274, 12.099914521796942
'p', 255, 2.421882419982904
'q', 27, 0.25643460917466043
'r', 545, 5.176180074081109
's', 151, 1.4341342957545826
't', 266, 2.5263557792762845
'u', 974, 9.250641086522936
'v', 46, 0.4368885934086808
'w', 51, 0.4843764839965809
'x', 82, 0.7788014056415614
'y', 182, 1.7285592173995632
'z', 14, 0.13296609364612022
'Letter', 'Count', 'Percentage'
'a', 761, 7.227656947478393
'b', 317, 3.0107322632728653
'c', 516, 4.900750308671289
'd', 388, 3.6850603096210466
'e', 591, 5.61306866748979
'f', 172, 1.633583436223763
'g', 383, 3.6375724190331464
'h', 144, 1.3676512489315225
'i', 561, 5.32814132396239
'j', 32, 0.3039224997625605
'k', 86, 0.8167917181118814
'l', 780, 7.408110931712414
'm', 500, 4.748789058790009
'n', 915, 8.690283977585715
'o', 544, 5.16668249596353
'p', 393, 3.7325482002089467
'q', 14, 0.13296609364612022
'r', 1164, 11.05518092886314
's', 617, 5.86000569854687
't', 684, 6.496343432424731
'u', 380, 3.6090796846804065
'v', 143, 1.3581536708139423
'w', 182, 1.7285592173995632
'x', 51, 0.4843764839965809
'y', 145, 1.3771488270491026
'z', 66, 0.6268401557602811
'Letter', 'Count', 'Percentage'
'a', 917, 8.709279133820875
'b', 292, 2.773292810333365
'c', 291, 2.763795232215785
'd', 489, 4.644315699496628
'e', 759, 7.208661791243233
'f', 145, 1.3771488270491026
'g', 396, 3.7610409345616866
'h', 263, 2.4978630449235446
'i', 1279, 12.147402412384842
'j', 20, 0.18995156235160035
'k', 331, 3.1436983569189856
'l', 648, 6.154430620191851
'm', 378, 3.5900845284452463
'n', 535, 5.081204292905309
'o', 669, 6.353879760661031
'p', 366, 3.476113591034286
'q', 17, 0.1614588279988603
'r', 571, 5.42311710513819
's', 420, 3.9889828093836073
't', 854, 8.110931712413334
'u', 476, 4.520847183968088
'v', 145, 1.3771488270491026
'w', 99, 0.9402602336404217
'x', 33, 0.31342007788014054
'y', 75, 0.7123183588185013
'z', 61, 0.579352265172381
'Letter', 'Count', 'Percentage'
'a', 1044, 9.915471554753537
'b', 79, 0.7503086712888214
'c', 317, 3.0107322632728653
'd', 148, 1.4056415614018425
'e', 2359, 22.40478677937126
'f', 72, 0.6838256244657612
'g', 201, 1.9090132016335835
'h', 171, 1.6240858581061828
'i', 1152, 10.94120999145218
'j', 8, 0.07598062494064013
'k', 104, 0.9877481242283218
'l', 901, 8.557317883939595
'm', 165, 1.5671003894007027
'n', 757, 7.189666635008073
'o', 645, 6.125937885839111
'p', 116, 1.101719061639282
'r', 532, 5.052711558552569
's', 504, 4.786779371260328
't', 484, 4.596827808908728
'u', 535, 5.081204292905309
'v', 69, 0.6553328901130212
'w', 42, 0.3988982809383607
'x', 8, 0.07598062494064013
'y', 78, 0.7408110931712414
'z', 38, 0.36090796846804063
'Letter', 'Count', 'Percentage'
'a', 807, 7.664545540887074
'b', 40, 0.3799031247032007
'c', 273, 2.5928388260993445
'd', 703, 6.676797416658752
'e', 1699, 16.13638522176845
'f', 27, 0.25643460917466043
'g', 251, 2.383892107512584
'h', 319, 3.0297274195080255
'i', 181, 1.719061639281983
'j', 1, 0.009497578117580016
'k', 110, 1.0447335929338017
'l', 596, 5.66055655807769
'm', 277, 2.6308291385696645
'n', 969, 9.203153195935036
'o', 244, 2.317409060689524
'p', 98, 0.9307626555228417
'r', 1329, 12.622281318263843
's', 534, 5.071706714787729
't', 788, 7.484091556653054
'u', 43, 0.4083958590559407
'v', 1, 0.009497578117580016
'w', 85, 0.8072941399943014
'x', 62, 0.5888498432899612
'y', 1080, 10.257384366986418
'z', 12, 0.1139709374109602
